sample_id,split,negative_type,raw_gene_count,annotated_gene_count,source_pathway_ids,source_families,source_overlap_count,source_overlap_fraction,cross_same_family,generation_seed,generation_attempt,source_raw_gene_count,source_annotated_gene_count,retention_fraction,gene_set_sha256
TRAIN_NEG_00129,train,shuffled,32,32,AC_COMPLETE-ARO-ARA-PWY,AraCyc_AminoAcid,1,0.03125,False,142,1,32,32,,6561ea91d162375287ab7dc75434d93609c5c9234bbbf0b06c2f0cb65561702e
TRAIN_NEG_00130,train,partial_50_80,38,38,AC_PWY-6803,AraCyc_Misc,38,1.0,False,142,1,56,56,0.6785714285714286,d753df95d6ab4e249be592c9a82eb08c1027e2ed5a898b79f5df954f360f4dca
TRAIN_NEG_00131,train,cross_pathway,11,11,AC_SER-GLYSYN-PWY;AC_PWY-3481,AraCyc_Misc;AraCyc_Misc,11,1.0,True,142,1,24,24,,af3384a2fedc4798921cf8c2756afe7a64139d4441db0b7b982ad3dd5ab8a338
TRAIN_NEG_00132,train,random_5_30,7,7,,,0,0.0,False,142,1,0,0,,a77a7779bb5d75384cd88bc10b938aaad71d14bedacd832e690659a76a8fd4c8
TRAIN_NEG_00133,train,shuffled,5,5,AC_PWY-7851,AraCyc_Misc,0,0.0,False,142,1,5,5,,c94251f998878ebb437bcdc6b058040a10579c923931a74b086046a1d9eb2b2a
TRAIN_NEG_00134,train,partial_50_80,11,11,ath00261,KEGG_Cellular,11,1.0,False,142,1,14,14,0.7857142857142857,7830b442454131f23e6c125009405026623e8b2e8548b0e3e94fcc7606da3c44
TRAIN_NEG_00135,train,cross_pathway,11,11,AC_PWY-7219;AC_PWY-6605,AraCyc_Nucleotide;AraCyc_Misc,11,1.0,False,142,1,24,24,,6f3c230ba075dc74b3f13ed4a81a8ae6cca4cd8b816aaf5be4c6fb5bd07d3b02
TRAIN_NEG_00136,train,random_5_30,30,30,,,0,0.0,False,142,1,0,0,,13c972d07d320017f197469a39f333ab67ef3dd7d6ecbbd163cee86acbf45da8
TRAIN_NEG_00137,train,shuffled,18,18,ath00511,KEGG_Lipid,0,0.0,False,142,1,18,18,,5222198df7d9fc2515dcace2be5bca00b15b9c9914e40bc60697dc8f52fd22af
TRAIN_NEG_00138,train,partial_50_80,6,6,AC_PWY-6303,AraCyc_Misc,6,1.0,False,142,1,9,9,0.6666666666666666,3e476d71bc65cc0fb1eafd8b0b6ee799a0f6f9637b3c284d19e3eb30decd287a
TRAIN_NEG_00139,train,cross_pathway,44,44,ath01232;AC_PWY-6364,KEGG_Cellular;AraCyc_Misc,44,1.0,False,142,1,89,89,,65e67f917f31755c31d13409ec8c67917327ea4fec8f24517cabd5295daad946
TRAIN_NEG_00140,train,random_5_30,9,9,,,0,0.0,False,142,1,0,0,,1adb6c0abce943e609a8d82322b1891abafe9aef8b9681d6f3fb920c8751b792
TRAIN_NEG_00141,train,shuffled,32,32,AC_PWY4FS-8,AraCyc_Misc,0,0.0,False,142,1,32,32,,cff4b8093a98f873da8b077cb93191ddb37cf94655ab4cc13f5259dd4066e6b0
TRAIN_NEG_00142,train,partial_50_80,46,45,ath00710,KEGG_Metabolism,46,1.0,False,142,1,71,70,0.647887323943662,8254040a08e97b42385f90c5708d0a4dfd7487f3682629b36d11a917f4d48f2a
TRAIN_NEG_00143,train,cross_pathway,12,12,ath01320;AC_PWY-6599,KEGG_Cellular;AraCyc_Misc,12,1.0,False,142,1,26,26,,aa8bafeaa20ad9a7ec19b2706706fdd5be3b02de99fcf40ab87fe618ee801706
TRAIN_NEG_00144,train,random_5_30,21,21,,,0,0.0,False,142,1,0,0,,c59f192b100e235c1b25f57e2705cb5ec7c6bf4be9c78e3b0bbf12ccbfe2d9b9
TRAIN_NEG_00145,train,shuffled,39,39,ath00960,KEGG_Cellular,0,0.0,False,142,1,39,39,,7181a4badd6376fee37f8361d8f985204725763fce9bcecb2c7c1d3fe4b9cb22
TRAIN_NEG_00146,train,partial_50_80,37,37,AC_PWYQT-4466,AraCyc_Carbohydrate,37,1.0,False,142,1,58,58,0.6379310344827587,e77be4543e00be326f4f99e0647dc636a42891a43937f34b5d771d8d0e98e227
TRAIN_NEG_00147,train,cross_pathway,44,44,AC_PWY-101;ath00260,AraCyc_Misc;KEGG_Cellular,44,1.0,False,142,1,88,88,,c6da3cc3f8f7ce6341e0cbe64c07160f73a95c66ba67262ceb9068ee53653969
TRAIN_NEG_00148,train,random_5_30,11,11,,,0,0.0,False,142,1,0,0,,aa41d99131f9b75a1ece6ee3c2a1fb0bf4b845b709836d2143c776ef1f6dd180
TRAIN_NEG_00149,train,shuffled,24,24,AC_PWY-4221,AraCyc_Misc,0,0.0,False,142,1,24,24,,28ecd9641d9b1d5480a3d02d011e33778c85df8151d1e0fc4dc356009b8883df
TRAIN_NEG_00150,train,partial_50_80,105,105,ath00500,KEGG_Lipid,105,1.0,False,142,1,181,181,0.580110497237569,7f4ebbb4355aec83c033e3096e810e64a752385d9d9b7f86ac79e79027339b24
TRAIN_NEG_00151,train,cross_pathway,28,26,AC_PWY-8458;ath03020,AraCyc_Misc;KEGG_GeneticInfo,28,1.0,False,142,1,57,53,,470ac168cd17cf8b0895f9b92ed95c3b9fa1133289d780e7bf50a292f43dfd1c
TRAIN_NEG_00152,train,random_5_30,30,30,,,0,0.0,False,142,1,0,0,,027c19f9bdecf4892bb5cdeeef1ac4cd91467c6458bb155ac4bf4634d4a53384
TRAIN_NEG_00153,train,shuffled,7,7,AC_PWY-1722,AraCyc_Cofactor,0,0.0,False,142,1,7,7,,2b6716b772543b17eb5aeb5221a3b8797ad34be6a6b029bc8d48d3a6c127fb01
TRAIN_NEG_00154,train,partial_50_80,6,6,AC_PWY-6605,AraCyc_Misc,6,1.0,False,142,1,9,9,0.6666666666666666,e6ffb8b1157bf00567e7a4d57b119eb25ab72ca6860905b81a6ce1438e7857ec
TRAIN_NEG_00155,train,cross_pathway,5,5,AC_PWY-4702;AC_PWY-5807,AraCyc_Misc;AraCyc_Misc,5,1.0,True,142,1,11,11,,9ad2ae81cebfad297e846a9b6dc2e8eec50b28fa03d9f2d3e6bd3b4e14008fc5
TRAIN_NEG_00156,train,random_5_30,18,18,,,0,0.0,False,142,1,0,0,,31b2c1e15098e154ca10018fd710b69e2a01dd73497a5fb586d6620069514c42
TRAIN_NEG_00157,train,shuffled,9,9,AC_PWY-6605,AraCyc_Misc,0,0.0,False,142,1,9,9,,4332836edb18346cff03a9e90914607d7b7b59d70db3a491893221eec8864921
TRAIN_NEG_00158,train,partial_50_80,31,31,AC_TRIGLSYN-PWY,AraCyc_Misc,31,1.0,False,142,1,57,57,0.543859649122807,47534fec6884d2f679cbbb792fad96afe08540612c48104fa9b32689cc48eb55
TRAIN_NEG_00159,train,cross_pathway,56,56,ath00630;ath00360,KEGG_Cellular;KEGG_Cellular,56,1.0,True,142,1,114,113,,d52af6ec69c01c9f8fe5fa075c7818d88c713034c1652a8ae361ab43cd054bef
TRAIN_NEG_00160,train,random_5_30,25,25,,,0,0.0,False,142,1,0,0,,d4cfe9ae383b1ea3563b36f69be0bbf45363be5437a0becbc7b385b77846a1b5
TRAIN_NEG_00161,train,shuffled,11,11,AC_PWYQT-4482,AraCyc_Misc,0,0.0,False,142,1,11,11,,0f7aff09e6de547b2f247d1b093eaeae4b3d6e452a1e8eac49ef46a90aa91812
TRAIN_NEG_00162,train,partial_50_80,30,29,AC_PWY-3781,AraCyc_Misc,30,1.0,False,142,1,39,38,0.7692307692307693,491b74e1a2a1d8e519eed8c96f131844418e3a9b6ed8b36989fcb13c1425dc70
TRAIN_NEG_00163,train,cross_pathway,14,14,ath04620;AC_OXIDATIVEPENT-PWY,KEGG_SignalTrans;AraCyc_Misc,14,1.0,False,142,1,29,29,,0472ba1255d7e926138f3324001f77d27e0c07b9c48f5fa2bee20fc15ef0d61c
TRAIN_NEG_00164,train,random_5_30,14,14,,,0,0.0,False,142,1,0,0,,53981d5277a073bb69aa48e90d225b4bd74d6a3240cb9709ecfbc8e7948cfa3a
TRAIN_NEG_00165,train,shuffled,146,146,ath04016,KEGG_SignalTrans,2,0.0136986301369863,False,142,1,146,146,,9c77c766a331a815c0f30d10aeed04bfc92e4d66eb9da4d37efc240ba67b0a6f
TRAIN_NEG_00166,train,partial_50_80,13,13,AC_PWY-101,AraCyc_Misc,13,1.0,False,142,1,18,18,0.7222222222222222,e4855ab748ecf7728959ae567dfa20f69d42191b68c4fcf14d293d5cb23709db
TRAIN_NEG_00167,train,cross_pathway,40,39,ath00603;ath00710,KEGG_Lipid;KEGG_Metabolism,40,1.0,False,142,1,82,81,,b9dfd98aae72c210941bf09ed97164d12d612bd3272c20abd5da1dc2ee3878bb
TRAIN_NEG_00168,train,random_5_30,22,22,,,0,0.0,False,142,1,0,0,,c022b36a0f09683e8338d67303537bf6eb8725848f0da29b4e5886c6a025274f
TRAIN_NEG_00169,train,shuffled,5,5,AC_PWY-6599,AraCyc_Misc,0,0.0,False,142,1,5,5,,318bee19d485657462cac39d61f34882a2c5b3aabd049c515cebbe4df725ac67
TRAIN_NEG_00170,train,partial_50_80,5,5,AC_PWY-6317,AraCyc_Misc,5,1.0,False,142,1,7,7,0.7142857142857143,e2ad2b836b0f71e5d44fd54dcf13d63d88c1097f7b0009745dd12b047024099b
TRAIN_NEG_00171,train,cross_pathway,42,42,ath04518;ath00999,KEGG_SignalTrans;KEGG_Cellular,42,1.0,False,142,1,84,84,,89215c983fe621816ee550bc81f0d44a7d0c8bb7028d9a37083e46fbc52aba26
TRAIN_NEG_00172,train,random_5_30,12,12,,,0,0.0,False,142,1,0,0,,171f09e7cdbd80480f44226751f47877958bfc5bb1818fe7f10c7e0bf872f34f
TRAIN_NEG_00173,train,shuffled,21,21,AC_TRPSYN-PWY,AraCyc_AminoAcid,0,0.0,False,142,1,21,21,,506a18084c862e24703b6933a576bc70e98f7530fc9b4877d0b53221e35e7cf8
TRAIN_NEG_00174,train,partial_50_80,19,19,AC_PWY-841,AraCyc_Nucleotide,19,1.0,False,142,1,33,33,0.5757575757575758,5e2acfffe57e60aaa89030f4b9f03f44283990c1c55fed14abe5b3b83b46d22e
TRAIN_NEG_00175,train,cross_pathway,14,14,AC_PWY-6595;AC_PWY-7417,AraCyc_Nucleotide;AraCyc_Lipid,14,1.0,False,142,1,29,29,,d430607a3536e8ee8861b3b4adf8318e6d6abafd9aa4ca8d9bfaa8ab7a8eff95
TRAIN_NEG_00176,train,random_5_30,22,22,,,0,0.0,False,142,1,0,0,,18410b05d47ca6aa3ce2abeba5544fbecf2304cd1e339854feff65d8af1d4d15
TRAIN_NEG_00177,train,shuffled,13,13,ath04122,KEGG_SignalTrans,0,0.0,False,142,1,13,13,,dfd467b018d9fecb18f9b1eea1c042b6537601267b8f12c61d5f421458990a2a
TRAIN_NEG_00178,train,partial_50_80,8,8,AC_PWY-7140,AraCyc_Misc,8,1.0,False,142,1,13,13,0.6153846153846154,c740e8d0ba0a989b3356286cf50f70e4c6b60eba0b8d7ed48bbc2ca040151306
TRAIN_NEG_00179,train,cross_pathway,14,14,AC_GLUCOSE1PMETAB-PWY;AC_PWY0-162,AraCyc_Carbohydrate;AraCyc_Nucleotide,14,1.0,False,142,1,29,29,,e0620ab1b431cb5e88dbb8ddd95940b1ade75980eee18856c68f113c6c3ec599
TRAIN_NEG_00180,train,random_5_30,29,29,,,0,0.0,False,142,1,0,0,,4050f852d4ee1d15e22beb35f7a10718d96fe20c6acef7d50c60699303afdf76
TRAIN_NEG_00181,train,shuffled,8,8,AC_PWY-5027,AraCyc_Misc,0,0.0,False,142,1,8,8,,94a7c9c1791cf83e03eaa6b284917379066a8a19009783e345f1a108f54d1913
TRAIN_NEG_00182,train,partial_50_80,24,24,ath00960,KEGG_Cellular,24,1.0,False,142,1,39,39,0.6153846153846154,0d6b8372e6cadfa96cb7becbd6f8d674f86c6612022b1123b10aafafc6a1f779
TRAIN_NEG_00183,train,cross_pathway,13,13,AC_ETHYL-PWY;AC_PWY-6599,AraCyc_Misc;AraCyc_Misc,13,1.0,True,142,1,28,28,,a3b88c005aeb05c596cfe3d2c8673c9eef5f205ebf4fb1d440de65bd759d7106
TRAIN_NEG_00184,train,random_5_30,26,26,,,0,0.0,False,142,1,0,0,,766d839f392ffa43009f73b3f37e861ad6cdbde877dfee3eed25468028b05a20
TRAIN_NEG_00185,train,shuffled,21,21,AC_PWYQT-62,AraCyc_Misc,0,0.0,False,142,1,21,21,,d116d1e7734a9edc3b1dd1201315bbdf6cce6c3d42950831491a45b1ea79c057
TRAIN_NEG_00186,train,partial_50_80,20,19,AC_PWY-3781,AraCyc_Misc,20,1.0,False,142,1,39,38,0.5128205128205128,9b2ca2df6b610308171657d7cf157ebcc52de2f2034cc5c5cef87dcd255b0526
TRAIN_NEG_00187,train,cross_pathway,25,25,AC_PWY-7036;AC_PWY-5083,AraCyc_Lipid;AraCyc_Misc,25,1.0,False,142,1,51,50,,e21316e3561003a65ff0e8c721ebc71fc70258b247a4c1bfcb75abc99bea4848
TRAIN_NEG_00188,train,random_5_30,27,27,,,0,0.0,False,142,1,0,0,,a53ccd07bcdaaba6053d5d64adf53e1b2666a0d1a8992a692ad9a0da340ed092
TRAIN_NEG_00189,train,shuffled,12,12,AC_PWY-4821,AraCyc_Misc,0,0.0,False,142,1,12,12,,4f032aacf5f10f382640aeb5576cd95293490df9e331d9eb92c72f0a3eab382c
TRAIN_NEG_00190,train,partial_50_80,8,8,AC_PWY4FS-7,AraCyc_Misc,8,1.0,False,142,1,13,13,0.6153846153846154,652139e02da830af8a3bad00128791df13e388ce6c8825692b0418e30cfcbaf2
TRAIN_NEG_00191,train,cross_pathway,32,32,AC_ARGSPECAT-PWY;AC_LIPASYN-PWY,AraCyc_Misc;AraCyc_Misc,32,1.0,True,142,1,65,65,,7adbab5d25688d11c149e3cfb9e52fa619c31b4797948d1f32f122d4db4f9f18
TRAIN_NEG_00192,train,random_5_30,16,16,,,0,0.0,False,142,1,0,0,,28fea513f4a0d69fda801f30974cddac79a08548685cf3e021346856bcb889fa
TRAIN_NEG_00193,train,shuffled,9,9,AC_HEME-BIOSYNTHESIS-II,AraCyc_Misc,0,0.0,False,142,1,9,9,,8b033ce458c16f9c92d6487d1a84faf7a0e6f45756e1d1da5c77b58e92a1f2a1
TRAIN_NEG_00194,train,partial_50_80,16,16,AC_PWY-5980,AraCyc_Misc,16,1.0,False,142,1,27,27,0.5925925925925926,7d6cffc5116dc1a80af39b2690a2f8e1fd80a9f56f36ce219e5caf58ee76bb84
TRAIN_NEG_00195,train,cross_pathway,20,20,AC_ASPARTATE-DEG1-PWY;AC_COMPLETE-ARO-ARA-PWY,AraCyc_Misc;AraCyc_AminoAcid,20,1.0,False,142,1,40,40,,0e11d6381b1682407ea18140d87a433492f2b1104a913c219a4e884c9a62f723
TRAIN_NEG_00196,train,random_5_30,16,16,,,0,0.0,False,142,1,0,0,,3128cceb479bc10928e3f68415236249f6cb55116c9bbf1d72d1cd9b0f92f924
TRAIN_NEG_00197,train,shuffled,47,47,ath00410,KEGG_Cellular,0,0.0,False,142,1,47,47,,c5123741661e80514550d9b50620c0294197bc799b2f542b6a3da319d305934a
TRAIN_NEG_00198,train,partial_50_80,41,41,ath00020,KEGG_Cellular,41,1.0,False,142,1,64,64,0.640625,bbd35b82476adc84bc4107ee768b520cfd6e9cc40b1c0cf71ae7343b913c338e
TRAIN_NEG_00199,train,cross_pathway,6,6,AC_ASPARTATE-DEG1-PWY;AC_PYRIDNUCSYN-PWY,AraCyc_Misc;AraCyc_Misc,6,1.0,True,142,1,14,14,,40c3d679a08f0655f27a93e05595dd776832a521fc0db8cf8c1083fd2d197a92
TRAIN_NEG_00200,train,random_5_30,23,23,,,0,0.0,False,142,1,0,0,,460a34228f7222bd21122ceecf12c048c2247cd1e4c7b0502bb39b6866f1e76f
TRAIN_NEG_00201,train,shuffled,5,5,AC_PWY-4861,AraCyc_Misc,0,0.0,False,142,1,5,5,,4c9950d8298446e334072998c5f19470cac05826e816552974c44af6c082e9d3
TRAIN_NEG_00202,train,partial_50_80,76,76,ath00270,KEGG_Cellular,76,1.0,False,142,1,125,125,0.608,d93076fb3eb8c682df467011c90f36e00ad3cc766fb80710ba2c737b1eee7391
TRAIN_NEG_00203,train,cross_pathway,6,6,AC_THISYNARA-PWY;AC_PWY-7298,AraCyc_Cofactor;AraCyc_Misc,6,1.0,False,142,1,14,14,,4a68656b6b6a2ac0e35e26ea08e7ddaea2fe69f71c6d409f161cabdacc7331c2
TRAIN_NEG_00204,train,random_5_30,7,7,,,0,0.0,False,142,1,0,0,,a3f6d7aee7c3f39b820426b9a85c7cdf2482080707cf7c7570e1780fe360c6d4
TRAIN_NEG_00205,train,shuffled,9,9,AC_PWY0-1182,AraCyc_Misc,0,0.0,False,142,1,9,9,,5619af4b9ce891d87a55061839423f1f8d39509f3cb611515d44f26f3f90e292
TRAIN_NEG_00206,train,partial_50_80,11,11,AC_TRPSYN-PWY,AraCyc_AminoAcid,11,1.0,False,142,1,21,21,0.5238095238095238,e66adfb215ccc795ae8a47acdcf6bdb18ca82a4bafe02c4997e7e6c4aa93f58c
TRAIN_NEG_00207,train,cross_pathway,7,7,AC_ILEUDEG-PWY;AC_PWY-6622,AraCyc_Misc;AraCyc_Misc,7,1.0,True,142,2,15,15,,9cd215b5054b7a53779bf2ac0d57c00d6eb983cd59b8e3c3836d901bfbfdaded
TRAIN_NEG_00208,train,random_5_30,14,14,,,0,0.0,False,142,1,0,0,,15992fa15c1e9f560828542c4cbdee91d2c1bdfb411d86f6286cdc9f4ca9722d
TRAIN_NEG_00209,train,shuffled,22,22,AC_PWY-7450,AraCyc_Misc,0,0.0,False,142,1,22,22,,94ebe3562c1907e69ab422399bae6c6e0460af90e5719c5801622d6344346da0
TRAIN_NEG_00210,train,partial_50_80,10,10,ath00740,KEGG_Cellular,10,1.0,False,142,1,20,20,0.5,4cfa9db93e46ee9928d50ba3f1726d245e82d3ea9431556a5991f3a647bec7a6
TRAIN_NEG_00211,train,cross_pathway,42,41,ath00062;AC_GLUCONEO-PWY,KEGG_Lipid;AraCyc_Misc,42,1.0,False,142,1,84,83,,874dc22d3872e1de73dba02210643851e6d0a87761ee298bcd6740d538025d0c
TRAIN_NEG_00212,train,random_5_30,19,19,,,0,0.0,False,142,1,0,0,,2ccffe5084b598c8f25397b586b89176985f3b1a65523585ea70fdac5e03a167
TRAIN_NEG_00213,train,shuffled,65,65,ath00240,KEGG_Cellular,1,0.015384615384615385,False,142,1,65,65,,d43c5e1ddee4496509558b8ed862c8ee1d7c82316af57690e14ef2018cedef24
TRAIN_NEG_00214,train,partial_50_80,7,7,ath00540,KEGG_Lipid,7,1.0,False,142,1,10,10,0.7,a160afc3ddc896caad81a08a12a6364407e2d6d033de2d71e61957f2d1811b76
TRAIN_NEG_00215,train,cross_pathway,6,6,AC_PWY-6441;AC_PWY-6605,AraCyc_Misc;AraCyc_Misc,6,1.0,True,142,1,14,14,,e917dbdcdb7612b835dd0e2c0b61667ca2faef8546f26473e7df049a090dbe0a
TRAIN_NEG_00216,train,random_5_30,13,13,,,0,0.0,False,142,1,0,0,,d92191f77395ad48e1639aa12b37ab5b93f54b313e7047294a267dcf0568eaac
TRAIN_NEG_00217,train,shuffled,62,62,ath03060,KEGG_GeneticInfo,1,0.016129032258064516,False,142,1,62,62,,757eae60b45e209bd682d0aa8be7df609b808eeb77d38c93f51785bdaa36e05d
TRAIN_NEG_00218,train,partial_50_80,11,11,AC_MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS,AraCyc_Misc,11,1.0,False,142,2,14,14,0.7857142857142857,63cdf7d75188017c089dbb85252294d31546b790cc81f240db607bb97d0be201
TRAIN_NEG_00219,train,cross_pathway,19,19,ath00906;AC_PWY-7909,KEGG_Cellular;AraCyc_Misc,19,1.0,False,142,1,38,38,,1bb53ea05efbb23d8685db294cb346846456f40dc27640470aa4a6ddf974d339
TRAIN_NEG_00220,train,random_5_30,7,7,,,0,0.0,False,142,1,0,0,,e643a3ef48e79e1f62a85abe0449487dce237b0630a02bcc773c1c34e4cf3983
TRAIN_NEG_00221,train,shuffled,5,5,AC_PWY-63,AraCyc_Misc,0,0.0,False,142,1,5,5,,b5b0525978dc9974d501d12c96f081d54896960a79ba4b9d743ff0e74c5ae6d8
TRAIN_NEG_00222,train,partial_50_80,8,8,ath00300,KEGG_Cellular,8,1.0,False,142,1,15,15,0.5333333333333333,30576f0ed44b174ee13a18fc6a76e3f9bb6002c7bf47545ed1ba6cf684319237
TRAIN_NEG_00223,train,cross_pathway,10,10,AC_PWY-6199;AC_PWY-801,AraCyc_Misc;AraCyc_Misc,10,1.0,True,142,1,21,21,,5ca0e573bb11c5f76d3d782d801f1e535b8f169ef531c9bb6bb175ad5c204212
TRAIN_NEG_00224,train,random_5_30,26,26,,,0,0.0,False,142,1,0,0,,a91b92a33cdd64f565ed27cea4fb82017f864d2c107590ef71716989e0b6faf7
TRAIN_NEG_00225,train,shuffled,7,7,AC_PWY-4841,AraCyc_Misc,0,0.0,False,142,1,7,7,,b5d83b3fb5b21fbb3b7eab7ab909df4d71e3b403209a9dfe4bf09306dc04b10f
TRAIN_NEG_00226,train,partial_50_80,28,28,ath00960,KEGG_Cellular,28,1.0,False,142,1,39,39,0.717948717948718,97530c50b3222444aad6db55514dfb564c5c051e5195bc543932cb232db0b1fd
TRAIN_NEG_00227,train,cross_pathway,17,17,AC_PWY-7211;AC_POLYAMINSYN3-PWY,AraCyc_Nucleotide;AraCyc_Misc,17,1.0,False,142,1,34,34,,122a2393d01c15dd7a5e073560d59021f1796acb2edb4847a5d60f65145d0571
TRAIN_NEG_00228,train,random_5_30,18,18,,,0,0.0,False,142,1,0,0,,df3e8095e62cd47a5fba95f5164005a59b92462887e9f2c383ea4381cd5a71bf
TRAIN_NEG_00229,train,shuffled,12,12,AC_POLYAMINSYN3-PWY,AraCyc_Misc,0,0.0,False,142,1,12,12,,ae7ac11453a0213c6985e8eed07c4fa011f43dbfdfc14609eb7972c70ab47f66
TRAIN_NEG_00230,train,partial_50_80,18,18,ath00785,KEGG_Cellular,18,1.0,False,142,1,36,36,0.5,ecf520412a15e28c91aa16a924487678f6979255c91d52c5ba1cd05b7198f105
TRAIN_NEG_00231,train,cross_pathway,63,63,AC_PWY-6605;ath00010,AraCyc_Misc;KEGG_Metabolism,63,1.0,False,142,1,128,128,,a54ddc22640c45083fce075a4fe6ea4845a0f3faccaeb78b0564f81b93ffca31
TRAIN_NEG_00232,train,random_5_30,20,20,,,0,0.0,False,142,1,0,0,,54741a8dd28a9ed0af346d5f5ef581caeaac4659583b8f7608e53a6e32b40f87
TRAIN_NEG_00233,train,shuffled,8,8,AC_PWY-5027,AraCyc_Misc,0,0.0,False,142,1,8,8,,39bdb93c57c2f2f77afdf496c32c68f5d75c102866dfe11ce91b553d1a612893
TRAIN_NEG_00234,train,partial_50_80,16,16,AC_BRANCHED-CHAIN-AA-SYN-PWY,AraCyc_AminoAcid,16,1.0,False,142,1,21,21,0.7619047619047619,0425270d0c0733eb6d8ffae1aee65843158840faadd75e06dc42211c49ee43ea
TRAIN_NEG_00235,train,cross_pathway,20,20,AC_PWY-8398;AC_PWY-5690,AraCyc_Misc;AraCyc_Misc,20,1.0,True,142,1,41,41,,c8732ddd707b0d6c235c56807f9f09c9d35f942747f74ba792521328ec6e35c7
TRAIN_NEG_00236,train,random_5_30,16,16,,,0,0.0,False,142,1,0,0,,b7298f10b8f4cd2de8ca96bd4dc5ef0ddf4ab6de36bd3ab4c5b1135360e67a5d
TRAIN_NEG_00237,train,shuffled,57,57,AC_TRIGLSYN-PWY,AraCyc_Misc,0,0.0,False,142,1,57,57,,64e0b71138c548b4be2429682c7be2c17dc09656cd80cfa77cfb8b7c914991cd
TRAIN_NEG_00238,train,partial_50_80,64,64,ath01232,KEGG_Cellular,64,1.0,False,142,1,84,84,0.7619047619047619,cdf8f17d9ba2e8662df8160d8ea3eb76a5671b55aa764bbef806c27164c84777
TRAIN_NEG_00239,train,cross_pathway,24,24,AC_PWY-7193;AC_PWY-6787,AraCyc_Nucleotide;AraCyc_Secondary,24,1.0,False,142,1,50,50,,7423c857a3584325859a42eb34f6d804e16a705923de5ba6ecd3034ea6246936
TRAIN_NEG_00240,train,random_5_30,9,9,,,0,0.0,False,142,1,0,0,,1c816ea8bc1ae696660ef4dd4e13d54542a1e835108c6f3248fcd403e9de253a
TRAIN_NEG_00241,train,shuffled,27,27,AC_PWY-5147,AraCyc_Misc,0,0.0,False,142,1,27,27,,f613b261e33a7715c5782e5e484b534b3de69edcd38f7a1038a9d6d4e61135af
TRAIN_NEG_00242,train,partial_50_80,12,12,AC_PWY-5120,AraCyc_Misc,12,1.0,False,142,1,16,16,0.75,045bcf356255113f360cd88e6e69a5a774ba91f77de63f64287e7220e7d2123e
TRAIN_NEG_00243,train,cross_pathway,22,22,AC_CALVIN-PWY;AC_PWY-5386,AraCyc_Misc;AraCyc_Misc,22,1.0,True,142,1,46,46,,c285d6c2000a9a7713e1607c752d3ee0fa1fae15bf43f9676921de79b1192aef
TRAIN_NEG_00244,train,random_5_30,21,21,,,0,0.0,False,142,1,0,0,,b20ab2a88a4718d64dbef4b5046edd924f3847147660842bb4843c7ea6ff21f0
TRAIN_NEG_00245,train,shuffled,10,10,AC_PWY-6556,AraCyc_Nucleotide,0,0.0,False,142,1,10,10,,6ab5d5e904cc96583d97cbf311ad133cc9b07ce7e6e773309891706fe53728a9
TRAIN_NEG_00246,train,partial_50_80,5,5,AC_PWY-2582,AraCyc_Misc,5,1.0,False,142,1,7,7,0.7142857142857143,fec9438c9abb141dda0036fbcd5313d3106755df9f51ca394ba899d6f3c0e499
TRAIN_NEG_00247,train,cross_pathway,25,25,AC_PWY-6117;ath00592,AraCyc_Misc;KEGG_Lipid,25,1.0,False,142,1,52,52,,c4c6265f95d6f44bee5631200ca80321256e67c3f4a07d9e497ece9cc5574f51
TRAIN_NEG_00248,train,random_5_30,23,23,,,0,0.0,False,142,1,0,0,,6083dd24dbabde46e64f1d267b6b501591658ab1cd29cf9ae74c673482c6dbe6
TRAIN_NEG_00249,train,shuffled,32,32,AC_PWY-1187,AraCyc_AminoAcid,0,0.0,False,142,1,32,32,,6e0fb8b197623719a21e3f439e93e60c538197ace150098934249bc3df115885
TRAIN_NEG_00250,train,partial_50_80,9,9,AC_PWY-5035,AraCyc_Misc,9,1.0,False,142,1,14,14,0.6428571428571429,d676b1bd7d06e57048dd9ea57dcf976280a3d18d9a1d01f3c51c1cf2e65dea1c
TRAIN_NEG_00251,train,cross_pathway,8,8,AC_CHLOROPHYLL-SYN;AC_ARGSPECAT-PWY,AraCyc_Misc;AraCyc_Misc,8,1.0,True,142,1,16,16,,70abb8b4daec5d5d1450be7d08de55b0cf22c58443983899dd5739eab232ad0d
TRAIN_NEG_00252,train,random_5_30,6,6,,,0,0.0,False,142,1,0,0,,fd72fc5b50a0bd82253959bb27f7265b6d3a55074fbc1ceadf49ba69a712ce4c
TRAIN_NEG_00253,train,shuffled,32,32,AC_PWY-8279,AraCyc_Misc,0,0.0,False,142,1,32,32,,497c46996f1a90536607ddf00fede7b456dbc4e26c931231b7c4bc5b79346b2a
TRAIN_NEG_00254,train,partial_50_80,11,11,ath00290,KEGG_Cellular,11,1.0,False,142,1,21,21,0.5238095238095238,cfecb695939d9be3479efdb2d4d0c6e6bc05a146dda7d0938dec35a372734112
TRAIN_NEG_00255,train,cross_pathway,29,29,AC_PWY-6612;AC_PWY-5080,AraCyc_Cofactor;AraCyc_Lipid,29,1.0,False,142,1,59,59,,2335c08691f90bd8571148b1da619395bdf17b82e9a123046f85e2a43b279df2
