sample_id,split,label,gene_set_type,annotated_gene_count,jaccard_gene_count,jaccard_mode,all_pair_count,evaluated_pair_count,complete_gene_set_sha256,jaccard_subset_sha256
AC_PWY4FS-8,train,1,NA,32,30,hash_sampled,496,435,49fce0cc47daa8a1aa681221b5ffd5e11f06de039fae7d1bd4454bb459b35bc9,d0e6dc83577e0e046207c454f130b33ee44f3ae3d2ee98b67f40368ac3ef2a67
AC_PWY66-385,train,1,NA,12,12,exact,66,66,1d20ff87f205c00e138b4435a3cef2d56c400e04fba97dd67bc1e2515454ece3,1d20ff87f205c00e138b4435a3cef2d56c400e04fba97dd67bc1e2515454ece3
AC_PWY66-423,train,1,NA,5,5,exact,10,10,c9141c4dd7773f5e023955b1a847fef582f81fb4e35418aebefdfe7ad1b47408,c9141c4dd7773f5e023955b1a847fef582f81fb4e35418aebefdfe7ad1b47408
AC_PWY66-430,train,1,NA,19,19,exact,171,171,7c2e80b882fae447d7e349dd968d96714879b2c3156b02f5d54cd6488a48f1e8,7c2e80b882fae447d7e349dd968d96714879b2c3156b02f5d54cd6488a48f1e8
AC_PWYQT-4429,train,1,NA,21,21,exact,210,210,2368e630c072336b3816f4d284ad2e8c21e46bc9ec0a1277683af7bd08bb934f,2368e630c072336b3816f4d284ad2e8c21e46bc9ec0a1277683af7bd08bb934f
AC_PWYQT-4445,train,1,NA,12,12,exact,66,66,53ecf98709b523ac4302ebc7645bfd46ecf555878487c6669b298c08d4d5b6d8,53ecf98709b523ac4302ebc7645bfd46ecf555878487c6669b298c08d4d5b6d8
AC_PWYQT-4449,train,1,NA,17,17,exact,136,136,264bc25133f61b0968d5799b543f0533dfb39ccadc710a5859ec7d638c52e91d,264bc25133f61b0968d5799b543f0533dfb39ccadc710a5859ec7d638c52e91d
AC_PWYQT-4450,train,1,NA,5,5,exact,10,10,101532cf9c626086ba2f2b387d8d2e16e3a6a2488b4f48fb93f521244772c28c,101532cf9c626086ba2f2b387d8d2e16e3a6a2488b4f48fb93f521244772c28c
AC_PWYQT-4466,train,1,NA,58,30,hash_sampled,1653,435,209a49a7fac9471ecb8f32ba64518451e87e572809b809d2ea8ef679ba980935,78041ebc9041972e26f09d4bf03dd2c6bd16e153e4071f1ce1647a4fa8585ca1
AC_PWYQT-4471,train,1,NA,47,30,hash_sampled,1081,435,b173f29d247c533558349b1d3b46f710038aa3be331552efaaafd14158fdc5eb,0a5e7324d0c4032400aa600a32bbf7898ff775e882335de796e9b21fcb4150bb
AC_PWYQT-4475,train,1,NA,33,30,hash_sampled,528,435,f4565006b4a6973c8b011a1ef7bb2ff8a99dfa5d69fde7506a9bae1bb3321b59,2f0275f26cbeb75f497b5501dce316fbac792d49f3b933bc44a8105780a7aaf1
AC_PWYQT-4477,train,1,NA,18,18,exact,153,153,a157aa41073133dcc5fc39629fd077c165b75b91657060f07e1f0a91bf14ae9c,a157aa41073133dcc5fc39629fd077c165b75b91657060f07e1f0a91bf14ae9c
AC_PWYQT-4481,train,1,NA,36,30,hash_sampled,630,435,0c41aa0051ea35258dec3fe654a46452aed62ad26cc901dbaf2f51082d95085f,fca170bc17b2b6e045d4a9343bfadcc0a745a516e0152b9c9e3b72695673f059
AC_PWYQT-4482,train,1,NA,11,11,exact,55,55,ff27bff9694512b20c4de5d8871d66d56cb39a7d5ea23801d0e4e94343f531d5,ff27bff9694512b20c4de5d8871d66d56cb39a7d5ea23801d0e4e94343f531d5
AC_PWYQT-62,train,1,NA,21,21,exact,210,210,ee45bfdaaba1933849452e2c29e6cebe05d9eb9ed3e6dd8eab56c34d1677f2dd,ee45bfdaaba1933849452e2c29e6cebe05d9eb9ed3e6dd8eab56c34d1677f2dd
AC_PYRIDNUCSYN-PWY,train,1,NA,5,5,exact,10,10,c46cff4bc3621cab59dbb2ad918f6d64eb08ba54e17c22e9a8b976751c4645ce,c46cff4bc3621cab59dbb2ad918f6d64eb08ba54e17c22e9a8b976751c4645ce
AC_PYRUVDEHYD-PWY,train,1,NA,16,16,exact,120,120,083284c4fdb4363ed370981a4b985bdfcfdd44d8e44ab02162ac85acdc6eeb66,083284c4fdb4363ed370981a4b985bdfcfdd44d8e44ab02162ac85acdc6eeb66
AC_RIBOSYN2-PWY,train,1,NA,13,13,exact,78,78,a5d2130f18b085df0a9bbf5570f9bee73fde7f62d1fc46f7421e7d58f10e88c5,a5d2130f18b085df0a9bbf5570f9bee73fde7f62d1fc46f7421e7d58f10e88c5
AC_SER-GLYSYN-PWY,train,1,NA,13,13,exact,78,78,db082b15f6fd478c713da3ad4a50517669cf863ba667c139e172418c11c8a155,db082b15f6fd478c713da3ad4a50517669cf863ba667c139e172418c11c8a155
AC_THISYNARA-PWY,train,1,NA,9,9,exact,36,36,ad8d3be5b5b2cb2d3163244f5795f35083be166032c981c92872a70a72e84bfc,ad8d3be5b5b2cb2d3163244f5795f35083be166032c981c92872a70a72e84bfc
AC_TRESYN-PWY,train,1,NA,21,21,exact,210,210,3401b206e5dcd7ceec8af2ac499d9271670cc3ee448c7a47ec779a468a5067bd,3401b206e5dcd7ceec8af2ac499d9271670cc3ee448c7a47ec779a468a5067bd
AC_TRIGLSYN-PWY,train,1,NA,57,30,hash_sampled,1596,435,7943dcb657b6a3f7e0cfba70a362da604707472176919e20551072a449fd2806,f5803bd25e791a12db7133d2bfc27c1de9509af4dd62fc3affb18dedfe5d350b
AC_TRPSYN-PWY,train,1,NA,21,21,exact,210,210,3b4247a480ff96b87956b1473c59665fe32fbb16101de696724610db9f090f0f,3b4247a480ff96b87956b1473c59665fe32fbb16101de696724610db9f090f0f
AC_UDPNACETYLGALSYN-PWY,train,1,NA,16,16,exact,120,120,60adc6659812a16724a3ab45164702df2ed1790dba6f305e1e27c310d326dea9,60adc6659812a16724a3ab45164702df2ed1790dba6f305e1e27c310d326dea9
ath00010,train,1,NA,119,30,hash_sampled,7021,435,07bea3844fc66600b0e3d571d8de575271c72d39b8480cceb4b0bd8bec9dbd0d,dacbc18891be946997ebd515af87d179254228e3ba1e6a9041418a7b2211dbb8
ath00020,train,1,NA,64,30,hash_sampled,2016,435,691045dc2f31388c5919359aecab6d3b8585dc4a674749048c2635f17bb0ab7d,07e3abad6b2dd43ddc5508817ce7725244f7a8d77f8d4d6fcd32d7fb49d75e65
ath00030,train,1,NA,58,30,hash_sampled,1653,435,bc2a950c2e4f41f67007f51cf4288004e542c6ab4872775315094e7ce50a98e0,1798aaa4f4d36c95b2233dbb1c9ea54297c0ab16b85f3623ec64b0e81894541b
ath00040,train,1,NA,108,30,hash_sampled,5778,435,fdcbb70df77bce02645f9d096c02f7694e2f651f9463b09cac06fc6c06ca1691,8dd2633391315aa6da9fc81289d77f4c56d2643996224b1fbc93d11310beafe0
ath00052,train,1,NA,65,30,hash_sampled,2080,435,8935c75bdf2f587765ca044c4e108eb6a497e4807714bbee22117224799d8e89,7e405344ac3d5dc41ea02bbb609842a3d51c2cc25ce09690104c1dcd3491da52
ath00053,train,1,NA,62,30,hash_sampled,1891,435,35b6ea3b282e21a641ff46bbfec8b1ea61bcdde924e7d7945ecae04c164da801,35a15287e15d580df657892108cd77a15e8a7ec7c8458307ac0caef7685b9c8b
ath00062,train,1,NA,35,30,hash_sampled,595,435,f683047961a80fe7d58b75d8ec8e03df884a83be6c24fcbe2ec5349063b63994,143027df71cc07c48a4ef611ec4e9f0a14fd65165b4144d851a758a71b5a61c8
ath00071,train,1,NA,47,30,hash_sampled,1081,435,db0cff7299a6f233cbf07f4c65b7333f6b9c828613928829e9a5912c9129de3b,50bc8a7fd04518c5feb76a622443f28feed75ef8fd647121cc937303ea1103bc
ath00073,train,1,NA,65,30,hash_sampled,2080,435,c5b312b00388fdfc8ab06749c8940248fb4b3cb49e9bfd651c7c254f66484c46,3edd6d1f75a5ead9ba0d5224d1b69925bb07c946782cc4a0324e99673ede048b
ath00100,train,1,NA,36,30,hash_sampled,630,435,f6ab40645ce5a6ce62c91767476a0969b223b6a608dccf0069de7f07197052e6,ac24243fe0919fee54ecf1fc603febe3b961a36f52cb943879fb7523bde416ee
ath00130,train,1,NA,40,30,hash_sampled,780,435,4c5691b16f57344ab842161a66d1b47d4cf2746468a4c185114f29ede7a5d959,1d70ac299bfa9d0994d3797913f774ac34b72ea5428bea520dc31720123d45c2
ath00190,train,1,NA,133,30,hash_sampled,8778,435,90b8f55d72452a0558fab35b00c0c56dee80a76d0234a4ced0bdbd09399cd7ac,050aab4960cdb59c6985a94482696dbc8f22d4fbd6b2bf2251d477b375c73b2a
ath00196,train,1,NA,22,22,exact,231,231,791b05e995157eef4adf8ce93b4795edbb4f648c031e9f40439c3d354f9abd50,791b05e995157eef4adf8ce93b4795edbb4f648c031e9f40439c3d354f9abd50
ath00220,train,1,NA,38,30,hash_sampled,703,435,5f76ef0fe70c7c0970aa8c4ea3b70a09691f7b8d1ae74fdcac9801535f674a8d,a24cb11272cc98b0120e93d8fc0f16270da8fb3bf666e4eaad00e89b42c33a61
ath00230,train,1,NA,96,30,hash_sampled,4560,435,8ffaba0edbb0686e56673205a7847c021efadadd9eab7fedece6ad127f763d6c,997064cc84c858917819743f673bd85e845f37f7bf47d6f866042b28774009a9
ath00240,train,1,NA,65,30,hash_sampled,2080,435,164e400b068489788c744e4935c114e1c9bd1a766393cfac439c555eb3ced49c,df18e1d279b3d8538d10637d8a228b20af4fd85f6ad9d45d423cacc7a30ac56a
ath00260,train,1,NA,70,30,hash_sampled,2415,435,2c7c17e13b3ecc65f8e60a1290890fecb1458e323d07b8c0bc52a97b66e7d920,f979d98143f468d36094801837fcf09033373b274fcf3172ab81b16aa5c866ef
ath00261,train,1,NA,14,14,exact,91,91,5e4390475ecd951ad132b09c95b29df03eacd8725530503d7487678ff9bc730d,5e4390475ecd951ad132b09c95b29df03eacd8725530503d7487678ff9bc730d
ath00270,train,1,NA,125,30,hash_sampled,7750,435,efe2fab2b624ed39eb65358fc243e8d615298f4f3002a8c6ba62a8e72ab6edcd,f0872cf99acccb48144e60e580a226143b382c835aa673dfd06daa5766b949dd
ath00280,train,1,NA,52,30,hash_sampled,1326,435,ce3b5d1157624ff3098b32b36873b2bbc311c807dfea13d849177a0be26d0091,6ebc3e8b4a6b3fac5b36309d5e0a482ac3a0ffdcfa6b1407206f2e1ccd56f331
ath00290,train,1,NA,21,21,exact,210,210,327f635acd602413f4a9fa79592f614763d48cb43c63316c41f8dee22ab4a0be,327f635acd602413f4a9fa79592f614763d48cb43c63316c41f8dee22ab4a0be
ath00300,train,1,NA,15,15,exact,105,105,a59b20929516ab8c3c23325e09686407d622b4dc357ba69146338852133fd370,a59b20929516ab8c3c23325e09686407d622b4dc357ba69146338852133fd370
ath00310,train,1,NA,32,30,hash_sampled,496,435,f85449536e661e1960a29677ff0106bfbcfab9cd9baddb84835c788617784167,a1cab1a3632fa01a8c92a109e306a0f356221845cfe5c1be24a156f401b13575
ath00330,train,1,NA,54,30,hash_sampled,1431,435,eecb5a35f8ee9c321b7ea070169ba1618d2a0a6b8764ed046cd332e9489df26f,c04fecf53d0873614ea9ae2af2f4a5ac440cd09b1a76d199596356af1ed1e170
ath00340,train,1,NA,20,20,exact,190,190,a034416370db7a0c29525eb77dd6a1faaca7d63ef90a0094b36a59cdadbddb8b,a034416370db7a0c29525eb77dd6a1faaca7d63ef90a0094b36a59cdadbddb8b
ath00350,train,1,NA,41,30,hash_sampled,820,435,53986c960a0df2ec6861f6d07aada3456b1d545b0170e755320a965acf86e162,bbeed1877481e16a06961f316e0d6933c7dc1ae007f75192d61243041205cf0b
ath00360,train,1,NA,33,30,hash_sampled,528,435,5bdd44e0be2ecd301915438ff0b97a85104be7a53308fad682ed576109629f39,4e275c3e080338413fd1bb18efe1874f39f08b7fb9cddb1bb5527c58b0b7eb65
ath00400,train,1,NA,56,30,hash_sampled,1540,435,214a77ec70713a6ea71adb16d89ca8ce26673ecb5cbd92d4a4b7576107daf60f,994ba21a852a875dce34092e5b153c2bac433fc0348d9bbd4c8d94666ad5e5d3
ath00410,train,1,NA,47,30,hash_sampled,1081,435,75ec1c4275af1b6ae34f2a02c42df97ad23408af6cc643b1e5a8e26cbfb30f92,2b55362eede1891b39deff119cf68f5f144aa24ac8cf986740ffd87fece81f58
ath00430,train,1,NA,11,11,exact,55,55,b06ce1d3964c9400365751e13bd570a4525ddbe490084403d93bee5338e2e6bd,b06ce1d3964c9400365751e13bd570a4525ddbe490084403d93bee5338e2e6bd
ath00450,train,1,NA,16,16,exact,120,120,7c6bae8f996a4afd24c5a6b2bf962205a7f6e594040a1f3fbd19d36814a0fd8f,7c6bae8f996a4afd24c5a6b2bf962205a7f6e594040a1f3fbd19d36814a0fd8f
ath00460,train,1,NA,71,30,hash_sampled,2485,435,d7acfeda1b1a719cf4587af36556f12c4b80903b52dfc2b2f69ff175f683adde,a659fb924964dce7009d640b6f8cce73f5d209cbadf86efbde47b2c367a0f9df
ath00470,train,1,NA,6,6,exact,15,15,cb21600e6f0f9f9ab5b29fd6599a1dbca1112f1807d982aadd2e0371acd1ecc6,cb21600e6f0f9f9ab5b29fd6599a1dbca1112f1807d982aadd2e0371acd1ecc6
ath00480,train,1,NA,102,30,hash_sampled,5151,435,c22f345b65f9296b20cc84c77b2e03a2d2a392e8e9a826312d0891ea0bb93dff,c2ea5528dafe078097ecec7fc2649f4e2de481b77f1592bbb0e44f9df5310d12
ath00500,train,1,NA,181,30,hash_sampled,16290,435,0a66ae1137b054b13addb171aa5da72c949e32b17774d2b0b877ed573d06be6d,51725aaa2b9c462580d31cffa6134ce8986afe2da676151af8c37ba5200179ac
ath00510,train,1,NA,52,30,hash_sampled,1326,435,ac88334f18edef45c8a2214ed339ad18c7662491604708af1406140806df27f4,fc95cf7a34966234c68768e9e49de17c01ef9dd9c6d78f3c6ae01ed1afa3bf71
ath00511,train,1,NA,18,18,exact,153,153,beede2a72c29fad4c0df9be59fe41a3ad3d0d86ac7b5b33c9efe30824c9b26c9,beede2a72c29fad4c0df9be59fe41a3ad3d0d86ac7b5b33c9efe30824c9b26c9
ath00513,train,1,NA,38,30,hash_sampled,703,435,78464469b4f0a93e8028c4a17c3f691e28246c4d25c279e32c2312862e0e92f6,a3f4e76bd9e5ac689c1f897285cae003010a87de232c8a741b5094a3abc439d7
ath00514,train,1,NA,13,13,exact,78,78,cbd1dddeec0f123e47e0a636f3a5239c9664404591e365eaef3b7d9cf230e171,cbd1dddeec0f123e47e0a636f3a5239c9664404591e365eaef3b7d9cf230e171
ath00520,train,1,NA,124,30,hash_sampled,7626,435,ed0c715fc0b7f4675926d4eb4a9783324b8cd68ec24c037390c2594781514913,297cec7b40667bd82eb4c21c5dc6d10e27ebd52256c6b986bee57f72fcc9b352
ath00531,train,1,NA,8,8,exact,28,28,2e6e1a89be7e615680b5365156fe72acc03a7ec06f4e6aa4bf48d738260f29c8,2e6e1a89be7e615680b5365156fe72acc03a7ec06f4e6aa4bf48d738260f29c8
ath00540,train,1,NA,10,10,exact,45,45,78e18992304142d950c0eb1ec09bc668779ff05770cf22c5ea36d38e4cde5a50,78e18992304142d950c0eb1ec09bc668779ff05770cf22c5ea36d38e4cde5a50
ath00543,train,1,NA,5,5,exact,10,10,4c104acacacccd48221516d3158053446900b3ff06977c1f0cec1901f9766a96,4c104acacacccd48221516d3158053446900b3ff06977c1f0cec1901f9766a96
ath00562,train,1,NA,83,30,hash_sampled,3403,435,36d2895aa071870ad46a6ab1440c41f5d681ef9ab995ce3e9d3e620978cb4728,284ede616c61958c08f5874617404b7eb10b5a6832987d695bfb04e0c3691ce6
ath00565,train,1,NA,26,26,exact,325,325,5cfffea9bd03c66697b42a2aa9bb3bd80981842010f598a0a97fdaa36b467105,5cfffea9bd03c66697b42a2aa9bb3bd80981842010f598a0a97fdaa36b467105
ath00566,train,1,NA,11,11,exact,55,55,149da20b9d75d51b7875aa63b554fd1d1ea25e27b147fa01b2389de1b37035f3,149da20b9d75d51b7875aa63b554fd1d1ea25e27b147fa01b2389de1b37035f3
ath00590,train,1,NA,12,12,exact,66,66,d2f3f9ba3b98ac281e2915b819e74270892fd9ada361438dada3499cad1e7cac,d2f3f9ba3b98ac281e2915b819e74270892fd9ada361438dada3499cad1e7cac
ath00592,train,1,NA,43,30,hash_sampled,903,435,7783eb0438229ac09aef5a4d04dcefcf191daf166fbc0e4f5c784594a11fe90d,710dc24ba187dfcf5dd1680c7dc89227b01131d12fc3976c482279edbcfb053a
ath00601,train,1,NA,5,5,exact,10,10,d1ed6b10a0eeaeb2ff3e033f9a2fba155d91c54309700831aae6c4ba86d3913a,d1ed6b10a0eeaeb2ff3e033f9a2fba155d91c54309700831aae6c4ba86d3913a
ath00603,train,1,NA,11,11,exact,55,55,0b4f9da5d4f9c0d08e49774af66f6977cfe74298ce16e963a732cae1de768c08,0b4f9da5d4f9c0d08e49774af66f6977cfe74298ce16e963a732cae1de768c08
ath00630,train,1,NA,80,30,hash_sampled,3160,435,b51b7755f0a4808284453886e10747a29b4efc9688e2ff5ec83a992f926f5145,9be18f5e902a7ebcedefb2ae571450985a19250b1ff3a68178182c8e2f1a7113
ath00660,train,1,NA,7,7,exact,21,21,05d738474fb360335bf5262964cb4963ba2929129bd3b905fbb0391308cc7d04,05d738474fb360335bf5262964cb4963ba2929129bd3b905fbb0391308cc7d04
ath00670,train,1,NA,42,30,hash_sampled,861,435,e6be601e44d60b613ce1e56a6fdcc6e1514b451e0ed3d20a61293b2f938d3233,2460cf15917888543bae77ff810f63ed4dc079ff04693bcc1ba77e61485c28b6
ath00710,train,1,NA,70,30,hash_sampled,2415,435,e14af07228ab1d5b395b7fde34a5398688d11b268dec7e2a4673fe4d5bce5026,d4779e790cc86787b4b06d7e37d33d988894d020068c43e27c9f91443ef30470
ath00740,train,1,NA,20,20,exact,190,190,765a5fbe51ad5398dd57cc2077b1abb700104b0410c0ea303f183e287eb0fbde,765a5fbe51ad5398dd57cc2077b1abb700104b0410c0ea303f183e287eb0fbde
ath00750,train,1,NA,15,15,exact,105,105,28d397c5c4fbbbf1db4e1c361dc5d8d4d9e06a5d91c9db69fa72c9af52eb1d21,28d397c5c4fbbbf1db4e1c361dc5d8d4d9e06a5d91c9db69fa72c9af52eb1d21
ath00760,train,1,NA,26,26,exact,325,325,763e4b9a95af2278068221bdf0c4fc1c69c6ee599934e8f96a3579a645e78580,763e4b9a95af2278068221bdf0c4fc1c69c6ee599934e8f96a3579a645e78580
ath00770,train,1,NA,34,30,hash_sampled,561,435,04f362b18a8b8ad7c6b81175aadee9a8ce3b8e66215cb984afcf639f43d3f2bf,91de3804d7e62bb65b0ba83f31b1ecfa426bd785b068ff20a2c5aefc7864eb88
ath00780,train,1,NA,16,16,exact,120,120,305ea72d75f5903d61de4500edca6feec0b1659ea1b76a58f71c2e627a49c279,305ea72d75f5903d61de4500edca6feec0b1659ea1b76a58f71c2e627a49c279
ath00785,train,1,NA,36,30,hash_sampled,630,435,f2a56521d1fa20bd092a13070cc6afc951a55d5a74d7bd4a1cdd7bfe1d70f775,36b7a40d796c1b0b96ba7955ced37c8205e854e7c35ab11de69b59483fea61f3
ath00790,train,1,NA,32,30,hash_sampled,496,435,00de1262d2c7fc2bef3e3a730dc841afab420ac56d61ed0e4e19fc0a574c8fae,8057c70952738f5287330e7d6754080d43a24643bfdb12aa29d23ede78303aae
ath00860,train,1,NA,57,30,hash_sampled,1596,435,5ea5928c32da1fcbec16492cbfb0c0a14479d6700a797fb0cab1f348093f0a54,3a3e47115570847c739347ab06333ee190276f0a2bf1478c16430660318cbe55
ath00900,train,1,NA,61,30,hash_sampled,1830,435,8aa0cd56316e91b36bbfef51eedda30e1abe32d4891b7ee42098f44dd2c150c6,ead307263dd191c8ffe75ba6a6621f3f0387bff6bca9cbbc8f6e6e0c1c8496a4
ath00901,train,1,NA,5,5,exact,10,10,21e8d3cec0a67f50e3880328385c7f1517f833968ca49612b98df81da6a7083b,21e8d3cec0a67f50e3880328385c7f1517f833968ca49612b98df81da6a7083b
ath00902,train,1,NA,7,7,exact,21,21,3886f8b3238917a91d5212b5cb5664fb43c27cd69c6b9e7b8331c885d8c1fcf1,3886f8b3238917a91d5212b5cb5664fb43c27cd69c6b9e7b8331c885d8c1fcf1
ath00904,train,1,NA,25,25,exact,300,300,5f2c389dfe0edd991530f43ab3aa8830b3ad5e09ea8973adf15e011d653c8c33,5f2c389dfe0edd991530f43ab3aa8830b3ad5e09ea8973adf15e011d653c8c33
ath00905,train,1,NA,9,9,exact,36,36,98fe1a1ad25c346d084ea1c64e0da313af4bec93288435f18db9becc50be9a1a,98fe1a1ad25c346d084ea1c64e0da313af4bec93288435f18db9becc50be9a1a
ath00906,train,1,NA,32,30,hash_sampled,496,435,43a9e22dd2780a27177a2451cf83188831f2a1085586dbe0a188aec9c706ef8d,4cda94565f22d4705d5d41d816966e75147d6759398a9aee4d41004131220a0f
ath00908,train,1,NA,32,30,hash_sampled,496,435,6dfe7c0cc1acda3a37af119ee882dc2eb14e608355f52f6a63ff8d59165337e7,7214d46ed3201b82e896b7ba2b8f19521cd2459fa303331274f3e7b135d01a39
ath00910,train,1,NA,43,30,hash_sampled,903,435,19104c30848351b82fa94c45dc8e2aa06fdbe304c473dbe23941fbe28f0dd98a,992fec831f9199f0a631fafbf06d93b122b80c0aa3512cc3e89c3477673bf82b
ath00920,train,1,NA,40,30,hash_sampled,780,435,e46ef14b554dc8added9b9df7627c29c382ff83f555b0c28695fead868754f9d,956c5e2662a4ba4d4ef11a35ba9f4536ef1c68201160b5034da99716e239af0b
ath00940,train,1,NA,130,30,hash_sampled,8385,435,f2adc12dccff93d029a5764b066a9d731d66007ad85820c3a60b2bf71846c07e,a96be1c449f01b2978937a42e064ee783c51dbe2777919595ff087843bc3fdb4
ath00941,train,1,NA,25,25,exact,300,300,2355f6ae91c7907a55ee4f22c33fc4a64c9117a18ec2df9184a91a2dd304bc6b,2355f6ae91c7907a55ee4f22c33fc4a64c9117a18ec2df9184a91a2dd304bc6b
ath00945,train,1,NA,9,9,exact,36,36,d51a6ec9526df48ec1cb66f8793352d4854b095bb06104a2d1f64d88753ea817,d51a6ec9526df48ec1cb66f8793352d4854b095bb06104a2d1f64d88753ea817
ath00960,train,1,NA,39,30,hash_sampled,741,435,050cc261ff707dfae1d6c31f28ffe1cb6bf91bb3e430c1330a2a0d703e8b23b5,c57cd6aaf581c00f231751f534bbd1f1fa831a8165b5f46712bf05502032f098
ath00966,train,1,NA,26,26,exact,325,325,1e31027189e299c89cc28149736cd4e0439e79bd5c0406bcd9c20780ac8584b7,1e31027189e299c89cc28149736cd4e0439e79bd5c0406bcd9c20780ac8584b7
ath00970,train,1,NA,653,30,hash_sampled,212878,435,03d71b662a9a5cf2611d4f90359b133a6d8dd48cc61bea3080b28cb2170aea86,6c677d148a799756c6fc3d5dbbbf5c08ecb3e5ffbdf498db8044b52b71d82e38
ath00999,train,1,NA,70,30,hash_sampled,2415,435,bd65912183d65792b3d9904a3dedda03fb291f9d0e69f58883f647b248e76f14,aafa34f8abaafd1805a05f7234b412aefbff8ea928ca4b974b90c22fa677e31c
ath01040,train,1,NA,25,25,exact,300,300,99d48fbbf6704f92b17a1f4f9e51d667c7992ddd31a496a1734ceaa1e9b68ad0,99d48fbbf6704f92b17a1f4f9e51d667c7992ddd31a496a1734ceaa1e9b68ad0
ath01110,train,1,NA,1372,30,hash_sampled,940506,435,365eabfc76e2e0b6b1c505613d3bc4cfaa1b15fdcf53bd3596ad77c890e1c29e,fef202a80af72fdb46be4288a0ffc84d36a84f7ca515d1b13de06ea7f10a7f50
ath01200,train,1,NA,273,30,hash_sampled,37128,435,35fabf6b89e7566ce2d921208b5f20d0aec6348af33e4241ca25a69ec4568e7e,5ed5790bc627d90de1e248d5120357305a4fb6dab5c2ce3580d46121c58235bb
ath01212,train,1,NA,68,30,hash_sampled,2278,435,6d2ffca4219580372f40d031ba89f6570beea51499c36a7499af8f23c801f112,43666763ce6052b23b5d331604480c48dbd0500152512484865365210cb68adc
ath01232,train,1,NA,84,30,hash_sampled,3486,435,90a3fb5b624f28fa9439cf861942840510beb78a138d27727957d68b9b7ab18e,732112817d2c05c1eeeef9b810251ac61bda0da40c862d4b71633ade3288b43d
ath01240,train,1,NA,239,30,hash_sampled,28441,435,65c5d45c0403e43d0b154c875526d12cf6894c0e34e770806018d722e1b72c93,1b6fc4ad71a1fbf68d5ff11226d0e8e9e29fe36c54c4d4819f1041999526df9d
ath01250,train,1,NA,101,30,hash_sampled,5050,435,009ade37f07701a93d350cc2f3c5dafd4cdf096050d02737d863d658177c6d9e,142eb0f107740a21c6711baba745908648bcaa61459e2dc28827936e160e61fc
ath01320,train,1,NA,21,21,exact,210,210,d3ce2fef209e0cc0b5cb78c6a18da65d1056034cd1070331587f9241b832161e,d3ce2fef209e0cc0b5cb78c6a18da65d1056034cd1070331587f9241b832161e
ath03008,train,1,NA,98,30,hash_sampled,4753,435,d3ab6523274cb6bba2d7c00ca1ad0e240022334dca1df34e57612e1b192fe78f,a5d246343438d56b2cdef481b7d1d5664206a31842fb6a1b1a312c4ed9145711
ath03010,train,1,NA,354,30,hash_sampled,62481,435,a1c756ece55d5a3eb11c35061eaf8e588f38844e2fbbe76c054825f9f3adda43,731b1d18a62686207135175d41ef5b52fe2814b1178020a3b63dbbeee0b2189f
ath03013,train,1,NA,105,30,hash_sampled,5460,435,4b04c30c22b2885ad73c44b10aa16eb6fa674a2d9893411b721fafa84a660c89,75707a2e83c09ebc05fb489fc8a099d615ba112a2dc982ee88544e4bd6f107a1
ath03015,train,1,NA,119,30,hash_sampled,7021,435,44ad34b39ed29e74240403ccfe7ce7537b657831e3b3d7202b5753b6e5c76f71,6ed46f917005b04a5a91842fcd74ff8c6277938fd09799708fadfcc4702cc20a
ath03018,train,1,NA,114,30,hash_sampled,6441,435,c0fb78c2c4fbbea67bc8c0980dc12e90c24f46948198901178aedf7f7bb59c8f,25ef44b16df21ec6071d1fa23bb5ce5169b94677db3752d58caa41b1a7734cca
ath03020,train,1,NA,48,30,hash_sampled,1128,435,4705b46790dcf0d23aedb77d9dc0973843ff8bff307609ce76073ec112e43871,ee482a31738720849c249ae1bc2ce98790bbf005b03d1895314414f5d35a81ab
ath03030,train,1,NA,43,30,hash_sampled,903,435,df21e270bea8f752ba426ca31ac9baa8790221b89fa58d6fb4226e30005141e3,b527df2e338aa697824a11aba27677832d2c44bdb79862fdf4fe51017bdda7cd
ath03040,train,1,NA,216,30,hash_sampled,23220,435,df55041ca5fe105bf7d7b10924efcb0b1fdbde7e3e3d52f55b7caf34dd2aadcb,3345accd55d035df3b0b9fa4e7bdcb08edeba92ad7de2f1cf9634cdb78bd360b
ath03050,train,1,NA,61,30,hash_sampled,1830,435,e59c55866f4929dea2df63db343962c3f7e02f078796abc4436904b2d60dcb14,f16d42bcba5aa2f9a2e0390b63f1a3dd815c99066865a3b0fa74875f172dbc71
ath03060,train,1,NA,62,30,hash_sampled,1891,435,2f054b236cb6672425db2c9b02c9d394c404db4be807934108cdf0aada693805,4d3fa47be27e7b190c5c8e94967b09d1e4f1718b3c7a2690fc6518b4d85d21d3
ath03082,train,1,NA,64,30,hash_sampled,2016,435,19e09ca57b1a6db9471456f10921218c6256311ed5a46d3f40ce8cbdbceca8d3,ac4f6f8823faf3c68a534718a785aa3df5a7f736aaf8954cc101fe3d66045e87
ath03083,train,1,NA,69,30,hash_sampled,2346,435,51fd1eefb16cdea4d64e263e374f12ed600eda79b095c5fd90f2153e497c371e,6742f45e2a17deb665a3baf42e3816b66d058fc7eb3e2cdcfc7fd04fde2c6f41
